100279	1
10082905	1
1008305	1
10122739	1
101863	1
1022345	1
1024181	2
1024406	1
102538	1
102871	1
10312693	1
1034225	1
1034243	1
103744	1
1040165	1
10411792	1
10452805	1
1049111	1
10495114	1
10531906	1
1057031	1
1061117	1
10643911	1
1068101	1
10743622	1
10772035	1
10772350	1
10923109	1
1094021	1
10963240	1
11081671	2
110872	1
11105683	1
1115045	1
11151547	1
11172418	1
111862	1
1121741	1
1125404	1
11254606	1
11339044	1
113482	2
11366233	1
113725	1
11423437	1
11443057	1
115165	1
1155203	1
11625217	1
11640526	1
11664304	1
116731	1
11816404	1
11850541	1
119008	1
11940235	1
12045777	1
1206107	1
12087735	1
12095718	1
1211354	1
12144858	1
1217510	1
1218023	1
1230308	1
1231316	1
12338178	1
1234241	1
12434568	1
124417	1
1252700	1
1253213	1
12553548	1
12557409	1
12559506	1
125605	1
125920	2
1263131	1
12719760	1
12764157	1
12789123	1
12817815	1
12861294	1
129205	1
12946551	1
12960492	1
13015878	1
130375	1
1318211	1
132733	1
13297614	1
1332413	1
1336130	1
13361964	1
134416	1
13492662	1
13669170	1
13789320	1
13817058	1
13886160	1
1400624	1
1405070	1
141922	2
142435	1
1440125	1
1443410	1
144415	2
145225	1
145261	1
14693738	1
14906858	1
149221	1
150076	2
1512350	1
151444	1
151804	1
152434	2
152551	1
1531043	2
154450	1
155044	1
15797	1
159040	1
1610009	2
161560	3
164053	2
164332	1
165502	1
1664	1
1689887	1
170551	1
170614	1
170713	1
1713104	1
172450	1
173620	1
1740410	1
1751201	1
17696	1
1781	1
180532	1
182233	1
182512	1
183403	1
1862	1
1869986	1
187120	1
1889489	1
193303	1
19379	3
1958969	1
19694	2
198010	1
19856	1
1989875	1
19955	1
201457	1
2015890	1
201835	1
202447	1
203293	1
2043655	1
204508	1
2049415	1
2058703	1
2080429	1
2083417	1
2088025	1
209035	1
209071	1
209134	1
2094442	1
2096260	1
2103568	1
2107186	1
2114197	1
2114539	1
2118292	1
2118616	1
212068	1
2124475	1
2124538	1
212563	1
2134195	1
2140954	1
2148532	2
2152933	1
2160079	1
2181049	1
2182156	1
2187700	1
219151	1
2191840	1
2194450	1
2207419	1
221554	1
2221558	1
222661	1
2227750	1
2230927	1
2231953	1
2234644	1
2252185	1
2255191	1
2255515	1
2262283	1
226360	1
2270248	1
2281471	1
2282524	1
2282740	1
2290804	1
2292127	1
230923	1
231553	1
2320693	1
2321287	1
2323069	1
2329621	1
2331088	1
2332339	1
2344732	1
2358151	1
2373406	1
2379202	1
2381326	1
2382910	1
2384413	1
2403952	1
2419252	1
2422780	1
2433832	1
243433	1
243532	1
2436406	1
2437630	1
2442904	1
244702	1
2455513	1
2456305	1
24869	1
249130	1
24968	2
250462	1
2513185	1
2514418	1
2517622	1
2521186	1
252244	2
2533183	1
255133	1
25679	1
257050	1
2575024	1
25877	1
2606083	1
261019	1
261091	1
2611456	1
261532	1
261613	2
261730	1
2618	1
262540	2
2627071	1
2627611	1
2635171	1
263611	4
2640427	2
264061	1
2642623	1
2652721	1
2654161	1
2677012	1
26786	1
2713327	1
2752810	1
27659	1
277030	1
2770513	1
2790070	1
27992	3
2804542	1
2811454	1
2821615	1
282340	1
2836600	1
28667	1
288001	1
28982	1
2920093	1
2923063	1
2923126	2
29378	1
2947102	1
2950234	1
29837	1
3004747	1
3019912	1
3025195	1
3029056	1
303427	1
303841	3
3043258	1
304831	2
305029	1
305263	1
3071419	1
3074047	1
309061	1
3091714	1
30989	1
3107581	1
3132754	1
3135742	1
3136570	1
314812	1
3150952	1
315181	1
316531	1
316612	1
317404	1
319303	1
3193441	1
3196051	1
31979	1
321463	1
3225373	1
323128	1
3235930	1
323740	1
3243652	1
3260860	1
326512	1
327520	1
329401	1
3304339	1
3308056	1
3313708	1
3323482	1
3382234	1
3383	6
33959	1
3412681	1
3428206	1
344152	1
3462523	1
3481612	1
3501907	2
350416	1
3511780	1
3513148	1
3518152	1
3532912	1
354070	1
3547600	1
35858	1
3587200	1
35957	1
361180	1
361207	1
362233	1
363601	1
364114	1
3650164	1
3658120	1
366112	1
3703840	1
3711346	1
3724054	1
3737023	1
37856	1
37973	1
3820381	1
3830560	1
3831118	1
38468	1
3850621	1
38729	1
38765	1
3880006	1
38828	1
3915403	1
39575	1
400582	1
4023673	1
4024744	1
4027075	1
402805	1
4061671	1
407233	1
4084702	1
4092181	1
410860	1
411292	1
4120837	1
414703	1
41978	1
420247	2
420364	1
4206247	1
4216840	1
4218046	1
4241536	1
4292	1
4355	1
4366716	1
4373	1
438022	4
4386093	1
440128	1
441136	1
4425279	1
4438266	1
4478406	1
4481178	1
4482285	1
44849	5
4486443	1
4496721	1
4499412	1
4516359	1
4533882	1
4543764	1
4565940	1
4577523	1
460801	1
4624467	1
4628283	1
4637832	1
4656381	1
4673139	1
470107	1
4728570	2
473014	2
4736517	1
4744716	1
4745427	1
4746813	1
4750872	1
4751088	1
4751826	1
4774470	1
4835571	1
4845750	1
48548	1
4881831	1
4905564	2
4942176	1
49574	1
4960419	1
4961085	1
4981065	1
4997022	1
500932	1
5023959	1
5064468	1
5096346	1
512038	1
5156475	1
516133	1
5163729	1
5178534	1
5179344	1
5190792	1
5193762	1
51959	1
520237	1
522091	1
5235738	1
5257455	1
5276940	1
5319447	1
5343846	1
5358273	1
5363	2
53678	1
5372619	1
5373528	1
54587	1
5465373	1
5465535	1
5473491	1
5477730	1
54929	2
5496162	1
5503965	1
5534835	1
5573382	2
55739	1
5575722	1
5584650	1
5603397	1
5614980	1
5617932	1
562510	1
5637174	1
5642367	1
5683092	1
5784135	1
57872	1
5822	1
583021	1
5861355	1
58664	1
58682	1
589999	1
5921	2
5937900	1
5940636	1
5986032	1
601237	1
6018585	1
602083	1
6037917	5
604522	1
6086544	1
6095535	1
60986	1
6119628	1
6129726	1
6146754	1
6159408	1
6164934	1
6173	1
6203958	1
620506	1
620605	1
623431	1
6234666	1
6235296	1
